company_id,month_index,industry,company_size,employee_total,facility_area_sqm,operating_hours_per_day,operating_days_per_week,number_of_shifts,monthly_electricity_kwh,peak_demand_kw,power_factor,renewable_energy_percent,electricity_provider,diesel_liters_monthly,petrol_liters_monthly,natural_gas_kg_monthly,lpg_kg_monthly,coal_tons_monthly,furnace_oil_liters_monthly,biomass_tons_monthly,water_consumption_kl_monthly,water_recycling_percent,metal_scrap_kg_monthly,plastic_waste_kg_monthly,organic_waste_kg_monthly,paper_waste_kg_monthly,wood_waste_kg_monthly,production_volume_monthly,raw_material_consumption_tons,avg_temperature,scope1_kg,scope2_kg,scope3_kg,total_co2_kg,emission_intensity,suggest_night_shift,suggest_solar_ppa,suggest_power_factor_correction,suggest_led_lighting,suggest_waste_heat_recovery,suggest_biogas_plant,suggest_water_recycling,suggest_switch_to_png,suggest_renewable_procurement,suggest_process_optimization
C073,17,Energy,Enterprise,11054,158785.2,19,5,1,242431.09,3636.47,0.854,4.3,Tata Power,33301.13,72.07,24340.1,406.54,23.4039,17.43,0,5527.0,31.23,30731.2,12292.5,6146.2,6146.2,0,20127.0,1006.35,28.200558081543438,223117.58,190236.67,201269.86,614624.11,55.6,0,1,1,1,1,1,0,1,1,1
C059,11,Energy,Large,2359,42466.6,12,7,2,182336.96,2735.05,0.928,7.19,Tata Power,20606.08,105.21,15061.17,290.87,14.4819,216.24,0,1179.5,36.28,19192.7,7677.1,3838.5,3838.5,0,10701.9,535.1,28.951648938964166,138060.71,138773.22,107019.14,383853.07,162.72,0,1,0,1,1,1,0,1,1,1
C355,18,Electronics,Startup,120,1714.5,22,5,3,849.67,12.75,0.966,5.97,Adani Electricity,89.25,181.57,65.23,298.71,0.0627,41.03,0,60.0,27.52,86.2,34.5,17.2,17.2,0,47.1,2.35,34.91517995961632,597.98,655.1,470.76,1723.84,14.37,0,1,0,0,0,0,0,0,0,0
C085,13,Chemical,Enterprise,1090,25925.2,8,5,1,197540.99,2963.11,0.868,7.84,Adani Electricity,22819.95,183.09,16679.31,311.39,16.0378,438.91,0,545.0,40.55,20013.0,8005.2,4002.6,4002.6,0,9808.4,490.42,21.13780678692381,152893.66,149282.61,98083.68,400259.95,367.21,0,1,1,1,1,1,0,1,1,1
C023,4,Steel,Enterprise,6928,194636.1,11,5,1,283813.44,4257.2,0.977,22.43,Adani Electricity,34775.61,188.01,25417.81,208.27,24.4402,185.25,0,3464.0,28.45,27017.2,10806.9,5403.4,5403.4,0,12681.1,634.05,33.22563454457877,232996.58,180537.08,126810.58,540344.24,77.99,0,0,0,1,1,1,0,1,0,1
C343,13,Electronics,Large,3021,146978.3,10,7,2,12242.27,183.63,0.905,6.88,BESCOM,1777.17,170.66,1298.95,133.07,1.249,357.91,0,1510.5,0.92,1340.9,536.4,268.2,268.2,0,556.3,27.82,23.152825585840695,11907.03,9347.54,5563.4,26817.97,8.88,0,1,1,0,0,1,1,1,0,0
C245,5,Food_Processing,Startup,435,19659.1,8,5,1,1903.02,28.55,0.868,25.5,BESCOM,228.32,107.23,166.88,484.94,0.1605,386.28,0,217.5,13.15,169.4,67.8,33.9,33.9,0,69.5,3.48,24.214615062735056,1529.72,1162.57,695.27,3387.56,7.79,0,1,1,0,0,0,1,0,0,0
C076,10,Energy,SME,1070,19423.4,12,6,3,62990.05,944.85,0.893,22.53,MSEDCL,6107.35,159.73,4463.92,252.56,4.2922,173.57,0,535.0,42.07,6333.0,2533.2,1266.6,1266.6,0,4572.6,228.63,20.529533817711044,40919.23,40015.1,45726.09,126660.42,118.37,0,0,1,1,1,1,1,1,0,1
C271,1,Food_Processing,Mid,1443,58658.9,17,5,3,3812.39,57.19,0.911,10.08,Adani Electricity,544.86,145.09,398.24,217.49,0.3829,405.87,0,721.5,30.26,414.1,165.7,82.8,82.8,0,182.1,9.11,25.72712540330494,3650.56,2810.91,1821.37,8282.84,5.74,0,0,1,0,0,0,0,1,0,0
C315,20,Pharmaceutical,Large,214,5364.1,8,5,2,13559.35,203.39,0.936,18.01,MSEDCL,1669.24,159.64,1220.06,364.45,1.1731,172.87,0,107.0,49.62,1330.4,532.2,266.1,266.1,0,630.8,31.54,24.661844566734352,11183.93,9116.73,6307.9,26608.55,124.34,0,1,0,0,0,1,1,1,0,1
C248,20,Food_Processing,SME,224,8006.2,19,7,1,5494.42,82.42,0.936,9.98,BESCOM,610.68,77.62,446.35,413.74,0.4292,411.61,0,112.0,42.48,507.6,203.0,101.5,101.5,0,200.5,10.03,26.05911961268974,4091.57,4055.58,2005.24,10152.39,45.32,0,1,0,0,0,0,0,1,0,0
C311,10,Pharmaceutical,SME,663,12801.3,12,5,2,1394.83,20.92,0.866,0.44,Adani Electricity,231.09,54.88,168.91,320.79,0.1624,26.26,0,331.5,14.2,165.1,66.0,33.0,33.0,0,61.5,3.07,23.447150934569763,1548.3,1138.75,614.56,3301.61,4.98,0,1,1,0,0,0,1,0,0,0
C350,2,Electronics,Startup,494,12608.5,11,7,3,321.42,4.82,0.978,3.18,Adani Electricity,55.56,114.55,40.61,439.09,0.039,281.78,0,247.0,26.22,39.0,15.6,7.8,7.8,0,15.2,0.76,25.780757683756246,372.24,255.17,152.37,779.78,1.58,0,1,0,0,0,1,0,0,0,0
C335,11,Electronics,Enterprise,7908,207498.2,16,5,3,13544.57,203.17,0.979,26.86,MSEDCL,1722.36,141.24,1258.89,220.02,1.2105,492.59,0,3954.0,13.54,1243.3,497.3,248.7,248.7,0,520.4,26.02,30.71856965330511,11539.8,8123.1,5203.69,24866.59,3.14,0,0,0,0,0,1,1,0,0,0
C195,10,Manufacturing,Enterprise,12104,403769.4,18,6,2,42575.7,638.64,0.92,8.68,BESCOM,5754.36,182.97,4205.91,371.61,4.0441,215.72,0,6052.0,38.23,4806.3,1922.5,961.3,961.3,0,2569.0,128.45,34.06072837051907,38554.19,31881.96,25690.38,96126.53,7.94,1,1,0,1,0,1,0,1,1,0
C341,15,Electronics,Startup,96,2611.4,10,6,2,431.74,6.48,0.976,20.77,BESCOM,60.76,102.15,44.41,351.76,0.0427,439.16,0,48.0,49.82,42.6,17.1,8.5,8.5,0,16.5,0.83,29.131161866137205,407.09,280.48,165.34,852.92,8.88,0,0,0,0,0,0,0,1,0,0
C373,20,Construction,Enterprise,150,4595.5,20,5,2,52927.98,793.92,0.93,18.46,Adani Electricity,5683.56,177.8,4154.17,258.92,3.9944,498.22,0,75.0,26.78,5160.6,2064.3,1032.1,1032.1,0,2974.3,148.71,21.89614703938407,38079.86,35389.93,29742.9,103212.69,688.08,1,0,0,0,0,1,0,1,0,1
C174,18,Manufacturing,Mid,1099,48848.9,17,6,2,20341.2,305.12,0.957,13.47,BESCOM,2144.58,67.49,1567.49,455.1,1.5072,410.94,0,549.5,38.89,2209.4,883.8,441.9,441.9,0,1538.8,76.94,28.38730081365519,14368.7,14432.68,15387.56,44188.93,40.21,1,1,0,1,0,1,1,1,1,0
C202,1,Textile,Large,4205,112084.2,8,5,3,23262.08,348.93,0.868,11.82,MSEDCL,2895.8,149.4,2116.57,424.8,2.0352,178.08,0,2102.5,37.96,2260.3,904.1,452.1,452.1,0,898.3,44.92,28.787787349036385,19401.85,16821.02,8983.2,45206.07,10.75,1,0,1,1,0,1,0,1,1,0
C325,1,Electronics,SME,1412,31219.1,23,7,3,2747.65,41.21,0.888,24.67,Adani Electricity,219.73,78.19,160.6,467.73,0.1544,441.31,0,706.0,2.66,238.4,95.4,47.7,47.7,0,159.8,7.99,23.114759367562357,1472.19,1697.19,1598.2,4767.58,3.38,0,0,1,0,0,0,1,0,0,0
C232,11,Textile,SME,1144,49378.9,16,5,3,5934.76,89.02,0.95,28.91,BESCOM,628.8,62.11,459.6,147.43,0.4419,240.6,0,572.0,42.64,504.7,201.9,100.9,100.9,0,242.2,12.11,28.306223197749638,4212.99,3459.64,2421.58,10094.21,8.82,0,1,0,0,0,0,0,1,0,0
C187,19,Manufacturing,SME,831,22450.0,19,5,3,13005.22,195.08,0.902,26.03,Adani Electricity,1438.12,166.27,1051.13,161.37,1.0107,296.28,0,415.5,21.12,1259.1,503.6,251.8,251.8,0,765.8,38.29,32.92958116334767,9635.4,7887.97,7658.04,25181.4,30.3,0,0,1,0,0,1,0,1,0,1
C323,13,Electronics,Mid,137,4558.2,21,5,1,6893.33,103.4,0.932,2.64,Adani Electricity,643.75,175.0,470.52,418.51,0.4524,133.96,0,68.5,38.27,698.9,279.5,139.8,139.8,0,416.1,20.8,29.48905152307197,4313.1,5503.34,4160.92,13977.36,102.02,0,1,0,0,0,0,0,1,0,1
C159,6,Automotive,SME,535,16849.9,8,5,1,13397.28,200.96,0.968,17.92,MSEDCL,1693.74,104.93,1237.97,307.44,1.1904,238.28,0,267.5,10.43,1479.3,591.7,295.9,295.9,0,922.0,46.1,28.111818107949986,11348.05,9017.3,9219.81,29585.17,55.3,0,0,0,0,0,1,1,1,0,0
C286,19,Pharmaceutical,Enterprise,1929,24496.6,21,7,3,43414.95,651.22,0.963,9.56,Adani Electricity,5213.65,147.29,3810.7,145.5,3.6641,64.35,0,964.5,7.32,4172.2,1668.9,834.4,834.4,0,1631.7,81.58,29.93831265349853,34931.46,32195.74,16317.0,83444.2,43.26,0,1,0,1,0,1,1,1,1,0
C037,4,Steel,SME,1473,20400.8,12,7,3,25990.76,389.86,0.892,4.97,MSEDCL,2957.52,149.33,2161.68,146.47,2.0785,277.51,0,736.5,14.36,2941.1,1176.4,588.2,588.2,0,1875.3,93.77,34.10264094951585,19815.4,20252.67,18753.38,58821.45,39.93,0,1,1,1,1,1,0,1,1,0
C082,14,Chemical,Startup,367,5348.4,22,7,2,4056.69,60.85,0.976,2.89,Adani Electricity,449.81,166.28,328.77,346.12,0.3161,296.81,0,183.5,45.62,407.3,162.9,81.5,81.5,0,190.2,9.51,26.782411283137357,3013.72,3230.48,1902.14,8146.34,22.2,0,1,0,0,0,0,0,0,0,0
C298,14,Pharmaceutical,Large,4852,50997.7,16,5,1,15526.31,232.89,0.954,6.2,MSEDCL,1612.06,111.74,1178.27,171.67,1.133,313.03,0,2426.0,47.45,1508.5,603.4,301.7,301.7,0,742.7,37.13,34.691133668467764,10800.8,11942.08,7426.88,30169.76,6.22,0,1,0,0,0,1,0,1,1,0
C241,14,Food_Processing,SME,1360,35928.4,17,5,1,2531.25,37.97,0.91,18.27,MSEDCL,344.26,163.95,251.62,402.05,0.2419,464.25,0,680.0,42.93,258.1,103.2,51.6,51.6,0,115.9,5.8,31.232422753775417,2306.54,1696.46,1159.24,5162.24,3.8,0,0,1,0,0,1,0,0,1,0
C341,9,Electronics,Startup,24,748.1,11,5,2,425.15,6.38,0.9,14.38,Tata Power,56.77,189.74,41.49,499.21,0.0399,309.27,0,12.0,7.32,42.9,17.2,8.6,8.6,0,18.0,0.9,27.74253774063819,380.34,298.49,180.06,858.88,35.79,0,0,1,0,0,0,0,0,1,0
C088,6,Chemical,Large,1576,69144.5,21,7,3,50634.98,759.52,0.876,25.96,BESCOM,5711.32,99.15,4174.46,237.55,4.0139,318.41,0,788.0,11.99,3943.5,1577.4,788.7,788.7,0,986.1,49.3,23.36658084868725,38265.87,30743.01,9860.86,78869.74,50.04,1,0,1,1,1,1,1,1,0,1
C022,12,Steel,Mid,1008,27845.1,17,5,1,42619.28,639.29,0.921,14.95,Adani Electricity,6742.0,80.53,4927.79,449.34,4.7383,29.88,0,504.0,44.43,4534.1,1813.6,906.8,906.8,0,1578.6,78.93,24.93610669191092,45171.37,29724.62,15786.16,90682.15,89.96,0,0,0,1,1,1,0,1,1,1
C144,18,Automotive,Mid,2738,102364.0,21,7,1,42905.78,643.59,0.958,29.93,Adani Electricity,4448.45,73.98,3251.41,415.55,3.1264,24.26,0,1369.0,35.09,3309.1,1323.6,661.8,661.8,0,1172.3,58.62,24.406673096720777,29804.64,24653.96,11723.47,66182.06,24.17,0,1,0,1,0,1,0,1,0,0
C164,10,Manufacturing,Enterprise,2730,54276.9,12,7,3,111867.99,1678.02,0.868,23.67,Adani Electricity,15317.25,79.43,11195.52,394.62,10.7649,45.44,0,1365.0,34.61,10303.6,4121.4,2060.7,2060.7,0,3342.3,167.11,32.91891982661313,102625.59,70023.06,33422.98,206071.63,75.48,1,0,1,1,0,1,0,1,0,1
C214,1,Textile,Enterprise,7624,122480.2,22,5,1,34231.37,513.47,0.859,16.48,Tata Power,4565.69,192.18,3337.1,198.45,3.2088,18.26,0,3812.0,12.37,3613.0,1445.2,722.6,722.6,0,1822.6,91.13,29.721668678870643,30590.13,23443.89,18225.65,72259.67,9.48,0,0,1,1,0,1,1,1,0,1
C303,10,Pharmaceutical,SME,326,16094.5,9,5,3,3860.9,57.91,0.957,10.04,Tata Power,587.04,162.98,429.08,500.0,0.4126,194.46,0,163.0,15.26,440.6,176.2,88.1,88.1,0,203.0,10.15,23.188779387398785,3933.19,2847.92,2030.04,8811.16,27.03,0,0,0,0,0,0,1,1,0,0
C171,14,Manufacturing,Large,884,12713.6,17,6,2,27497.01,412.46,0.97,7.95,Tata Power,3911.68,160.5,2859.08,109.53,2.7491,136.91,0,442.0,32.25,2863.2,1145.3,572.6,572.6,0,1030.0,51.5,29.27976345781061,26208.23,20755.96,10300.1,57264.28,64.78,0,1,0,1,0,1,0,1,1,1
C109,1,Chemical,SME,596,19386.7,10,5,3,12162.82,182.44,0.969,27.14,BESCOM,984.47,52.84,719.56,357.1,0.6919,16.63,0,298.0,48.04,956.3,382.5,191.3,191.3,0,526.3,26.32,30.442138907494034,6595.97,7266.46,5263.25,19125.68,32.09,0,0,0,0,0,0,0,1,0,0
C275,2,Food_Processing,Startup,168,4839.7,14,6,3,2065.2,30.98,0.859,20.63,Tata Power,161.95,90.32,118.37,212.36,0.1138,415.71,0,84.0,38.35,175.2,70.1,35.0,35.0,0,107.6,5.38,24.662692517999773,1085.05,1344.03,1075.62,3504.71,20.86,0,0,1,0,0,0,0,0,0,0
C148,16,Automotive,Large,3137,125918.2,10,6,1,27801.62,417.02,0.865,21.61,MSEDCL,2540.17,54.09,1856.63,144.0,1.7852,2.1,0,1568.5,16.35,2639.6,1055.8,527.9,527.9,0,1790.1,89.51,24.48992881943672,17019.12,17871.72,17901.27,52792.11,16.83,0,0,0,1,0,1,1,1,0,0
C216,8,Textile,Startup,205,4614.9,19,7,3,640.4,9.61,0.915,11.01,Tata Power,102.63,155.5,75.01,373.58,0.0721,225.11,0,102.5,16.15,73.7,29.5,14.7,14.7,0,31.8,1.59,26.511403038536734,687.62,467.31,318.34,1473.27,7.19,0,0,1,0,0,0,1,0,0,0
C007,10,Steel,Startup,198,5248.0,15,7,1,10838.94,162.58,0.854,17.79,Adani Electricity,1247.12,103.32,911.53,417.68,0.8765,46.5,0,99.0,29.41,940.1,376.0,188.0,188.0,0,313.9,15.7,27.214593348291857,8355.67,7306.65,3139.22,18801.54,94.96,1,0,1,0,0,0,0,1,0,1
C201,13,Textile,SME,314,13124.4,23,7,1,6587.16,98.81,0.966,25.56,Adani Electricity,684.67,189.11,500.43,342.15,0.4812,266.76,0,157.0,14.76,598.7,239.5,119.7,119.7,0,336.6,16.83,27.629969718870402,4587.27,4020.64,3365.83,11973.75,38.13,0,0,0,0,0,0,1,1,1,0
C230,4,Textile,Mid,2950,29748.5,13,5,3,15353.65,230.3,0.911,21.42,Adani Electricity,1619.06,71.28,1183.39,368.67,1.1379,401.22,0,1475.0,2.52,1294.3,517.7,258.9,258.9,0,514.6,25.73,33.3560795227211,10847.73,9893.61,5145.53,25886.87,8.78,0,0,1,0,0,1,1,1,0,0
C366,10,Construction,Mid,2000,85135.5,11,7,3,11303.79,169.56,0.933,4.92,Tata Power,1203.44,126.55,879.61,413.24,0.8458,480.94,0,1000.0,23.26,1233.1,493.2,246.6,246.6,0,778.6,38.93,26.975912837951874,8063.06,8813.18,7785.68,24661.93,12.33,0,1,0,0,0,1,0,1,0,0
C129,14,Automotive,SME,1292,28788.3,14,5,3,20043.67,300.66,0.953,21.12,MSEDCL,2304.8,151.02,1684.6,424.75,1.6198,134.46,0,646.0,4.59,1895.0,758.0,379.0,379.0,0,949.4,47.47,25.035906017328767,15442.16,12964.82,9493.67,37900.66,29.33,0,0,0,1,0,1,1,1,0,0
C041,5,Energy,SME,611,29506.8,19,6,3,51507.22,772.61,0.906,2.88,Adani Electricity,7510.12,112.21,5489.21,442.63,5.2781,360.93,0,305.5,44.19,5815.6,2326.2,1163.1,1163.1,0,2497.4,124.87,29.236644720464785,50317.8,41020.09,24973.56,116311.46,190.36,1,1,1,0,1,1,0,1,1,1
C004,9,Steel,Mid,161,5398.4,24,7,2,62033.96,930.51,0.924,20.1,Adani Electricity,8719.77,96.93,6373.36,148.21,6.1282,365.51,0,80.5,9.63,6659.6,2663.8,1331.9,1331.9,0,3412.4,170.62,21.729230318709266,58422.47,40644.67,34124.39,133191.53,827.28,1,0,0,1,1,1,0,1,0,1
C223,4,Textile,Mid,587,8874.5,16,5,2,9570.21,143.55,0.863,20.81,MSEDCL,1290.6,129.91,943.31,161.89,0.907,188.33,0,293.5,44.08,934.6,373.8,186.9,186.9,0,383.0,19.15,20.234098663962325,8647.0,6214.56,3830.09,18691.66,31.84,0,0,1,1,0,0,0,1,0,0
C361,6,Construction,Mid,434,16843.7,12,5,1,11600.39,174.01,0.909,15.79,MSEDCL,1541.28,53.62,1126.54,119.59,1.0832,48.01,0,217.0,42.3,1166.3,466.5,233.3,233.3,0,498.8,24.94,32.83059140437446,10326.61,8010.42,4988.02,23325.04,53.74,0,0,1,0,0,1,0,0,0,1
C147,10,Automotive,Large,3572,65766.2,17,6,1,35346.69,530.2,0.912,1.57,BESCOM,4855.59,162.56,3549.0,260.48,3.4125,61.84,0,1786.0,24.87,4035.5,1614.2,807.1,807.1,0,1965.1,98.25,31.44978373562086,32532.48,28527.83,19650.58,80710.89,22.6,0,1,1,1,0,1,0,1,1,0
C072,5,Energy,Large,2428,86321.0,16,6,3,125753.28,1886.3,0.978,29.77,BESCOM,15009.13,103.87,10970.31,235.84,10.5484,72.53,0,1214.0,42.91,11631.8,4652.7,2326.4,2326.4,0,5965.3,298.27,33.06259303800861,100561.19,72421.6,59653.09,232635.88,95.81,0,0,1,1,1,1,0,1,1,1
C076,15,Energy,SME,1381,40839.0,21,7,1,63875.55,958.13,0.858,1.2,Adani Electricity,10391.27,172.01,7595.07,179.02,7.303,17.82,0,690.5,48.73,7301.1,2920.5,1460.2,1460.2,0,2465.4,123.27,20.21498778929643,69621.49,51747.29,24654.19,146022.98,105.74,0,1,1,1,1,1,0,1,1,1
C344,11,Electronics,Startup,143,3301.1,11,6,2,981.1,14.72,0.971,8.72,Tata Power,107.94,175.67,78.89,477.25,0.0759,361.77,0,71.5,20.45,102.7,41.1,20.5,20.5,0,59.7,2.99,32.905249868072154,723.2,734.31,597.03,2054.54,14.37,0,1,0,0,0,0,0,0,0,0
C027,6,Steel,Large,1527,71692.2,10,7,2,100780.06,1511.7,0.894,25.74,MSEDCL,9707.54,162.44,7095.33,274.94,6.8224,466.32,0,763.5,31.62,8843.0,3537.2,1768.6,1768.6,0,5045.0,252.25,24.324437068313845,65040.5,61370.26,50449.88,176860.64,115.82,0,0,1,1,1,1,0,1,0,1
C171,16,Manufacturing,Large,4358,111955.4,24,5,1,31236.97,468.55,0.888,1.9,Tata Power,3144.74,113.12,2298.52,209.39,2.2101,30.13,0,2179.0,40.04,3303.5,1321.4,660.7,660.7,0,1987.4,99.37,21.832446212514657,21069.73,25126.54,19874.33,66070.61,15.16,0,1,1,1,0,1,0,1,1,0
C118,20,Chemical,Enterprise,10813,406668.0,18,5,3,163220.69,2448.31,0.852,12.94,Tata Power,20348.26,115.09,14872.73,393.46,14.3007,309.2,0,5406.5,4.29,15670.0,6268.0,3134.0,3134.0,0,6055.1,302.75,24.615469278308602,136333.35,116515.91,60550.84,313400.1,28.98,0,0,1,0,1,1,1,1,1,0
C160,16,Automotive,Mid,2746,54058.9,14,7,1,46535.68,698.04,0.865,21.85,BESCOM,4650.92,91.95,3399.4,253.94,3.2687,109.41,0,1373.0,11.0,3758.1,1503.3,751.6,751.6,0,1418.1,70.9,27.056323790399915,31161.15,29820.88,14180.88,75162.91,27.37,0,0,1,1,0,1,1,1,0,0
C080,10,Energy,Mid,2730,104652.3,12,7,1,69061.35,1035.92,0.933,25.21,Adani Electricity,7316.52,115.88,5347.71,131.9,5.142,311.22,0,1365.0,2.59,5332.9,2133.1,1066.6,1066.6,0,1528.3,76.42,25.73603744234824,49020.67,42353.75,15283.03,106657.44,39.07,0,0,0,1,1,1,1,1,0,0
C320,19,Pharmaceutical,SME,1385,30216.2,21,5,2,2130.57,31.96,0.938,16.65,BESCOM,297.31,95.33,217.3,280.5,0.2089,286.85,0,692.5,1.77,231.3,92.5,46.3,46.3,0,117.8,5.89,29.13321431430888,1991.96,1456.15,1178.38,4626.49,3.34,0,0,0,1,0,0,1,0,0,0
C278,4,Food_Processing,Large,2391,30292.1,12,7,2,8609.48,129.14,0.972,7.42,Adani Electricity,1362.51,95.43,995.87,166.68,0.9576,349.4,0,1195.5,5.15,988.9,395.5,197.8,197.8,0,411.2,20.56,26.16662465534509,9128.84,6535.97,4112.37,19777.19,8.27,0,1,1,0,0,0,1,1,0,0
C267,18,Food_Processing,Enterprise,657,9268.2,8,6,3,44921.69,673.83,0.954,6.13,Adani Electricity,5804.86,135.23,4242.83,393.79,4.0796,125.59,0,328.5,17.12,5326.0,2130.4,1065.2,1065.2,0,3304.9,165.25,21.900525164557227,38892.56,34577.88,33049.2,106519.64,162.13,0,1,0,1,0,1,1,1,1,1
C072,6,Energy,Large,3123,108636.7,15,7,2,109947.63,1649.21,0.977,3.69,Tata Power,10291.41,97.97,7522.08,275.24,7.2328,235.21,0,1561.5,13.94,11080.4,4432.2,2216.1,2216.1,0,6582.2,329.11,25.69685392216933,68952.42,86833.82,65822.36,221608.61,70.96,1,1,0,1,1,1,1,1,1,1
C111,6,Chemical,SME,930,30268.6,23,7,3,21853.71,327.81,0.892,5.69,Tata Power,3732.63,139.72,2728.21,249.64,2.6233,226.37,0,465.0,47.97,2562.0,1024.8,512.4,512.4,0,933.0,46.65,28.324205813638066,25008.63,16901.27,9329.81,51239.71,55.1,0,1,1,1,1,1,0,1,0,1
C342,5,Electronics,Startup,475,19580.3,10,6,1,1306.98,19.6,0.902,29.23,MSEDCL,143.79,61.04,105.1,241.01,0.1011,158.1,0,237.5,28.19,112.1,44.9,22.4,22.4,0,52.1,2.6,23.65809775955624,963.38,758.45,520.78,2242.62,4.72,0,0,1,0,0,0,0,0,0,0
C173,9,Manufacturing,Large,815,15844.4,13,7,3,26626.35,399.4,0.877,10.89,Tata Power,3000.87,54.49,2193.36,460.22,2.109,19.36,0,407.5,30.76,2613.1,1045.2,522.6,522.6,0,1270.1,63.5,24.469637111635475,20105.82,19455.65,12700.95,52262.42,64.13,0,0,1,1,0,0,0,1,1,1
C151,11,Automotive,SME,374,13954.8,21,5,1,7644.88,114.67,0.965,11.11,Adani Electricity,899.16,135.41,657.2,486.11,0.6319,187.92,0,187.0,2.14,858.2,343.3,171.6,171.6,0,556.8,27.84,28.83956859088189,6024.34,5572.44,5567.85,17164.63,45.89,0,0,0,0,1,0,1,1,0,0
C186,13,Manufacturing,Enterprise,4938,162849.2,24,5,1,169246.16,2538.69,0.975,28.36,MSEDCL,19284.28,168.13,14095.06,221.06,13.5529,44.48,0,2469.0,35.95,14722.0,5888.8,2944.4,2944.4,0,6581.7,329.08,32.035948013798425,129204.7,99418.84,65816.66,294440.2,59.63,1,0,0,1,0,1,0,1,1,1
C360,2,Electronics,SME,1262,16524.7,19,5,2,1670.5,25.06,0.855,15.58,Tata Power,221.82,134.19,162.13,342.38,0.1559,390.37,0,631.0,40.11,174.4,69.8,34.9,34.9,0,84.6,4.23,31.100223824815117,1486.18,1156.34,845.53,3488.05,2.76,0,0,1,0,0,0,0,0,1,0
C054,3,Energy,SME,1050,13559.0,23,6,2,39301.38,589.52,0.906,15.04,Tata Power,5559.4,192.49,4063.42,143.68,3.9071,230.75,0,525.0,46.9,4545.5,1818.2,909.1,909.1,0,2628.0,131.4,23.490623005833072,37248.01,27381.36,26280.06,90909.43,86.58,0,0,1,1,1,0,0,1,1,1
C202,2,Textile,Large,801,10434.5,8,7,2,21831.46,327.47,0.865,6.47,BESCOM,2335.45,61.81,1707.0,347.94,1.6413,38.52,0,400.5,2.42,2121.4,848.6,424.3,424.3,0,1003.8,50.19,24.590422166429555,15647.5,16742.89,10038.29,42428.69,52.97,0,1,1,0,0,1,1,1,1,1
C054,11,Energy,SME,1191,39285.9,12,7,2,47890.36,718.36,0.926,26.04,Tata Power,4781.46,88.71,3494.81,129.18,3.3604,365.38,0,595.5,14.95,4732.6,1893.0,946.5,946.5,0,3357.2,167.86,26.78561265534951,32035.78,29044.23,33572.05,94652.07,79.47,1,0,0,1,1,1,1,1,0,1
C074,12,Energy,SME,55,1193.2,12,7,2,22884.86,343.27,0.903,3.15,Tata Power,3624.18,93.76,2648.94,276.39,2.5471,51.64,0,27.5,13.03,2813.6,1125.4,562.7,562.7,0,1381.5,69.08,20.724982096834864,24281.98,18174.84,13815.17,56271.99,1023.13,0,1,1,0,1,1,0,1,1,0
C037,8,Steel,SME,1196,42136.5,8,5,1,23578.01,353.67,0.973,6.81,Adani Electricity,2769.61,139.6,2024.33,288.98,1.9465,349.16,0,598.0,21.68,2431.6,972.6,486.3,486.3,0,1205.7,60.28,23.034097726130454,18556.36,18018.08,12056.9,48631.34,40.66,0,1,0,1,0,1,0,1,1,0
C189,18,Manufacturing,SME,1293,62560.6,15,7,1,24290.75,364.36,0.953,29.04,Tata Power,1896.02,128.15,1385.82,428.41,1.3325,333.31,0,646.5,27.61,1843.8,737.5,368.8,368.8,0,1003.9,50.2,34.19000767885597,12703.31,14133.46,10039.44,36876.21,28.52,0,0,0,1,0,1,0,1,0,0
C239,4,Textile,SME,600,9960.2,20,5,1,9836.56,147.55,0.976,10.67,Adani Electricity,1127.54,185.28,824.13,427.74,0.7924,268.73,0,300.0,49.56,911.5,364.6,182.3,182.3,0,347.1,17.35,27.94608782012321,7554.52,7205.65,3470.7,18230.87,30.38,0,0,0,1,0,0,0,0,0,0
C113,3,Chemical,SME,327,3314.7,10,5,2,11221.44,168.32,0.895,8.99,MSEDCL,1737.09,158.39,1269.65,368.43,1.2208,399.65,0,163.5,43.35,1364.0,545.6,272.8,272.8,0,726.8,36.34,32.29738254685493,11638.5,8374.37,7267.95,27280.81,83.43,0,1,1,0,0,1,0,1,0,1
C072,16,Energy,Large,1105,15051.0,8,7,1,150003.3,2250.05,0.872,17.53,BESCOM,16413.01,64.63,11996.42,309.87,11.535,131.7,0,552.5,18.73,13128.8,5251.5,2625.8,2625.8,0,5117.2,255.86,34.001627446398594,109967.19,101436.34,51171.74,262575.27,237.62,0,0,1,1,1,1,1,1,0,1
C206,6,Textile,Mid,759,11197.5,15,6,3,19620.26,294.3,0.938,13.58,Tata Power,2428.42,167.12,1774.96,459.3,1.7067,465.17,0,379.5,39.46,1777.0,710.8,355.4,355.4,0,536.6,26.83,32.3245202515812,16270.42,13903.89,5365.56,35539.87,46.82,0,0,0,0,0,1,0,1,1,0
C062,2,Energy,SME,220,2470.6,17,6,3,50910.13,763.65,0.959,25.48,BESCOM,5926.29,150.11,4331.58,455.63,4.165,212.77,0,110.0,20.68,4233.9,1693.5,846.8,846.8,0,1386.1,69.3,26.642874643691286,39706.14,31110.28,13860.88,84677.3,384.9,0,0,0,0,1,1,0,1,0,1
